datetime,A Bus Voltage,A Current,Feed voltage in,Recirculation voltage in,Feed voltage set
2023-08-15 18:58:08.977961,0.00 V,60.70 mA,0.00,0.20,-2.80
2023-08-15 18:58:15.022044,32.00 V,60.60 mA,0.00,0.20,-2.80
2023-08-15 18:58:21.066114,0.00 V,57.00 mA,0.00,0.20,-2.80
2023-08-15 18:58:27.109910,24.64 V,60.50 mA,0.00,0.20,-2.80
2023-08-15 18:58:34.152712,0.00 V,28.30 mA,0.00,0.20,-2.80
2023-08-15 18:58:40.196633,32.00 V,60.70 mA,0.00,0.20,-2.80
2023-08-15 18:58:46.240573,0.00 V,60.70 mA,0.00,0.20,-2.80
2023-08-15 18:58:52.284498,0.00 V,32.40 mA,0.00,0.20,-2.80
2023-08-15 18:58:58.328863,1.09 V,60.80 mA,0.00,0.20,-2.80
2023-08-15 18:59:05.372694,1.10 V,60.60 mA,0.00,0.20,-2.80
2023-08-15 18:59:11.417301,7.48 V,60.70 mA,0.00,0.20,-2.80
2023-08-15 18:59:17.461223,1.36 V,61.20 mA,0.00,0.20,-2.80
2023-08-15 18:59:23.505277,31.92 V,61.30 mA,0.00,0.20,-2.80
2023-08-15 18:59:29.550035,1.15 V,61.00 mA,0.00,0.20,-2.80
2023-08-15 18:59:36.593663,0.97 V,60.80 mA,0.50,0.20,618.65
2023-08-15 18:59:42.637723,0.00 V,60.70 mA,0.50,0.20,618.65
2023-08-15 18:59:48.682106,0.00 V,51.90 mA,0.50,0.20,618.65
2023-08-15 18:59:54.726139,0.00 V,52.80 mA,0.50,0.20,618.65
2023-08-16 11:23:25.084611,0.91 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 11:23:31.130564,0.82 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:23:37.175518,0.71 V,60.40 mA,0.00,0.00,-2.80
2023-08-16 11:23:43.220670,0.93 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 11:23:49.266029,0.74 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:23:56.311321,0.88 V,60.50 mA,0.50,0.20,618.65
2023-08-16 11:24:02.356678,0.69 V,60.40 mA,0.50,0.20,618.65
2023-08-16 11:24:08.401799,0.76 V,119.60 mA,0.50,0.20,618.65
2023-08-16 11:24:14.445837,0.94 V,119.70 mA,0.50,0.20,618.65
2023-08-16 11:24:20.490910,0.68 V,119.40 mA,0.50,0.20,618.65
2023-08-16 11:24:27.534646,0.88 V,119.80 mA,0.50,0.20,618.65
2023-08-16 11:24:33.579131,0.85 V,119.80 mA,0.50,0.20,618.65
2023-08-16 11:24:39.623745,0.70 V,119.70 mA,0.50,0.20,618.65
2023-08-16 11:24:45.669400,0.89 V,119.70 mA,0.50,0.20,618.65
2023-08-16 11:24:51.713870,0.80 V,119.90 mA,0.50,0.20,618.65
2023-08-16 11:24:58.758163,1.12 V,119.70 mA,0.50,0.20,618.65
2023-08-16 11:25:04.802925,0.83 V,119.90 mA,0.50,0.20,618.65
2023-08-16 11:25:10.847799,0.74 V,120.10 mA,0.50,0.20,618.65
2023-08-16 11:25:16.892271,0.93 V,119.70 mA,0.50,0.20,618.65
2023-08-16 11:25:22.937466,0.71 V,119.40 mA,0.50,0.20,618.65
2023-08-16 11:25:29.981728,0.74 V,119.90 mA,0.50,0.20,618.65
2023-08-16 11:25:36.026966,0.94 V,119.70 mA,0.50,0.20,618.65
2023-08-16 11:25:42.072031,0.92 V,119.60 mA,0.50,0.20,618.65
2023-08-16 11:25:48.117621,0.82 V,119.90 mA,0.50,0.20,618.65
2023-08-16 11:25:54.162791,0.85 V,119.80 mA,0.50,0.20,618.65
2023-08-16 11:26:01.207831,0.88 V,119.80 mA,0.50,0.20,618.65
2023-08-16 11:26:07.253101,0.74 V,119.80 mA,0.50,0.20,618.65
2023-08-16 11:26:13.297943,0.92 V,120.10 mA,0.50,0.20,618.65
2023-08-16 11:26:19.342524,0.68 V,119.80 mA,0.50,0.20,618.65
2023-08-16 11:26:25.387336,0.88 V,119.80 mA,0.50,0.20,618.65
2023-08-16 11:26:32.431498,0.70 V,119.90 mA,0.50,0.20,618.65
2023-08-16 11:26:38.476288,0.94 V,119.90 mA,0.50,0.20,618.65
2023-08-16 11:26:44.521762,0.76 V,119.80 mA,0.50,0.20,618.65
2023-08-16 11:26:50.566544,0.73 V,119.80 mA,0.50,0.20,618.65
2023-08-16 11:26:56.611632,1.10 V,119.70 mA,0.50,0.20,618.65
2023-08-16 11:27:21.786733,0.68 V,119.80 mA,0.50,0.20,618.65
2023-08-16 11:27:27.831471,0.69 V,120.10 mA,0.50,0.20,618.65
2023-08-16 11:27:33.876509,0.67 V,119.70 mA,0.50,0.20,618.65
2023-08-16 11:27:39.921995,0.78 V,119.80 mA,0.50,0.20,618.65
2023-08-16 11:27:45.967020,0.86 V,119.90 mA,0.50,0.20,618.65
2023-08-16 11:28:55.473965,0.64 V,119.50 mA,0.50,0.20,618.65
2023-08-16 11:29:01.518967,0.68 V,119.80 mA,0.50,0.20,618.65
2023-08-16 11:29:07.564295,0.86 V,119.70 mA,0.50,0.20,618.65
2023-08-16 11:29:13.609803,0.89 V,119.90 mA,0.50,0.20,618.65
2023-08-16 11:29:19.655151,0.93 V,119.80 mA,0.50,0.20,618.65
2023-08-16 11:29:26.699852,0.76 V,119.80 mA,0.50,0.00,618.65
2023-08-16 11:29:32.745171,0.69 V,119.60 mA,0.50,0.00,618.65
2023-08-16 11:29:38.790908,0.69 V,119.90 mA,0.50,0.00,618.65
2023-08-16 11:29:44.836580,0.68 V,119.80 mA,0.50,0.00,618.65
2023-08-16 11:29:50.882048,0.68 V,119.80 mA,0.50,0.00,618.65
2023-08-16 11:29:57.926826,0.86 V,119.90 mA,0.50,0.00,618.65
2023-08-16 11:30:03.971674,0.89 V,119.80 mA,0.50,0.00,618.65
2023-08-16 11:30:10.017485,0.67 V,119.80 mA,0.50,0.00,618.65
2023-08-16 11:30:16.062283,0.73 V,119.90 mA,0.50,0.00,618.65
2023-08-16 11:30:22.106938,0.92 V,119.90 mA,0.50,0.00,618.65
2023-08-16 11:30:29.150925,0.71 V,120.00 mA,0.50,0.00,618.65
2023-08-16 11:30:35.195956,0.93 V,119.80 mA,0.50,0.00,618.65
2023-08-16 11:30:41.241120,0.94 V,119.70 mA,0.50,0.00,618.65
2023-08-16 11:30:47.286102,0.70 V,119.80 mA,0.50,0.00,618.65
2023-08-16 11:30:53.330353,0.89 V,120.10 mA,0.50,0.00,618.65
2023-08-16 11:31:00.374838,1.02 V,119.80 mA,0.50,0.00,618.65
2023-08-16 11:31:06.420473,0.69 V,119.90 mA,0.50,0.00,618.65
2023-08-16 11:31:12.465806,0.94 V,120.00 mA,0.50,0.00,618.65
2023-08-16 11:31:18.511844,0.72 V,119.80 mA,0.50,0.00,618.65
2023-08-16 11:31:24.557794,0.94 V,119.80 mA,0.50,0.00,618.65
2023-08-16 11:31:31.602525,1.06 V,119.60 mA,0.50,0.00,618.65
2023-08-16 11:31:37.647882,0.61 V,120.00 mA,0.50,0.00,618.65
2023-08-16 11:31:43.693488,0.73 V,119.80 mA,0.50,0.00,618.65
2023-08-16 11:31:49.738949,0.92 V,120.30 mA,0.50,0.00,618.65
2023-08-16 11:31:55.784017,0.76 V,119.80 mA,0.50,0.00,618.65
2023-08-16 11:32:02.828516,1.04 V,119.60 mA,0.50,0.50,618.65
2023-08-16 11:32:08.874167,0.85 V,119.70 mA,0.50,0.50,618.65
2023-08-16 11:32:14.919718,0.71 V,119.70 mA,0.50,0.50,618.65
2023-08-16 11:32:20.965190,0.93 V,119.80 mA,0.50,0.50,618.65
2023-08-16 11:32:27.010570,0.70 V,119.70 mA,0.50,0.50,618.65
2023-08-16 11:32:34.055745,0.92 V,120.20 mA,0.50,0.50,618.65
2023-08-16 11:32:40.101814,0.68 V,120.20 mA,0.50,0.50,618.65
2023-08-16 11:32:46.146839,0.89 V,119.80 mA,0.50,0.50,618.65
2023-08-16 11:32:52.191653,0.63 V,120.10 mA,0.50,0.50,618.65
2023-08-16 11:32:58.236204,0.73 V,119.70 mA,0.50,0.50,618.65
2023-08-16 11:33:05.280602,0.95 V,120.00 mA,0.50,0.50,618.65
2023-08-16 11:33:11.325253,0.70 V,119.80 mA,0.50,0.50,618.65
2023-08-16 11:33:17.370146,1.11 V,119.80 mA,0.50,0.50,618.65
2023-08-16 11:33:23.415984,0.78 V,119.90 mA,0.50,0.50,618.65
2023-08-16 11:33:29.461237,0.73 V,119.50 mA,0.50,0.50,618.65
2023-08-16 11:33:36.505067,0.88 V,119.60 mA,0.50,0.50,618.65
2023-08-16 11:33:42.550043,0.70 V,120.20 mA,0.50,0.50,618.65
2023-08-16 11:33:48.595628,0.90 V,119.80 mA,0.50,0.50,618.65
2023-08-16 11:33:54.640683,0.82 V,119.90 mA,0.50,0.50,618.65
2023-08-16 11:34:00.685897,0.68 V,119.90 mA,0.50,0.50,618.65
2023-08-16 11:34:07.730109,0.93 V,119.70 mA,0.50,0.50,618.65
2023-08-16 11:34:13.775415,0.74 V,119.90 mA,0.50,0.50,618.65
2023-08-16 11:34:28.887459,0.85 V,120.10 mA,0.50,0.50,618.65
2023-08-16 11:34:34.931814,0.68 V,119.90 mA,0.50,0.50,618.65
2023-08-16 11:34:40.977228,0.91 V,119.70 mA,0.50,0.50,618.65
2023-08-16 11:34:47.022460,0.93 V,120.10 mA,0.50,0.50,618.65
2023-08-16 11:34:53.067820,0.65 V,119.80 mA,0.50,0.50,618.65
2023-08-16 11:35:00.112536,0.75 V,119.80 mA,0.00,0.00,-2.80
2023-08-16 11:35:06.157871,0.91 V,119.60 mA,0.00,0.00,-2.80
2023-08-16 11:35:12.203396,0.64 V,119.70 mA,0.00,0.00,-2.80
2023-08-16 11:35:18.248905,0.71 V,119.70 mA,0.00,0.00,-2.80
2023-08-16 11:35:24.294253,0.90 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 11:35:31.339042,0.66 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 11:35:37.384047,0.88 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:35:43.428809,0.71 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 11:35:49.473400,0.91 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:35:55.518281,0.95 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 11:36:02.562828,0.70 V,60.40 mA,0.00,0.00,-2.80
2023-08-16 11:36:08.608116,1.08 V,60.30 mA,0.00,0.00,-2.80
2023-08-16 11:36:14.653760,0.89 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:36:20.699421,0.93 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 11:36:26.744308,0.77 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 11:36:33.789526,0.71 V,60.70 mA,0.50,0.00,618.65
2023-08-16 11:36:39.835358,0.67 V,60.30 mA,0.50,0.00,618.65
2023-08-16 11:36:45.880187,0.69 V,60.40 mA,0.50,0.00,618.65
2023-08-16 11:36:51.925071,0.69 V,60.90 mA,0.50,0.00,618.65
2023-08-16 11:36:57.970448,0.70 V,60.80 mA,0.50,0.00,618.65
2023-08-16 11:37:05.014434,0.72 V,60.40 mA,0.50,0.00,618.65
2023-08-16 11:37:11.060164,0.71 V,60.50 mA,0.50,0.00,618.65
2023-08-16 11:37:17.105444,0.73 V,60.70 mA,0.50,0.00,618.65
2023-08-16 11:37:23.151300,0.77 V,60.70 mA,0.50,0.00,618.65
2023-08-16 11:37:29.196671,0.96 V,60.40 mA,0.50,0.00,618.65
2023-08-16 11:37:36.240517,1.12 V,60.70 mA,0.50,0.50,618.65
2023-08-16 11:37:42.285203,0.88 V,60.30 mA,0.50,0.50,618.65
2023-08-16 11:37:48.329335,0.92 V,60.40 mA,0.50,0.50,618.65
2023-08-16 11:37:54.373590,0.91 V,60.50 mA,0.50,0.50,618.65
2023-08-16 11:38:00.418010,0.91 V,60.40 mA,0.50,0.50,618.65
2023-08-16 11:38:07.461536,0.91 V,60.50 mA,0.50,0.50,618.65
2023-08-16 11:38:13.506043,0.90 V,60.40 mA,0.50,0.50,618.65
2023-08-16 11:38:19.550032,1.11 V,60.40 mA,0.50,0.50,618.65
2023-08-16 11:38:34.659475,0.68 V,60.70 mA,0.50,0.50,618.65
2023-08-16 11:38:40.703784,0.66 V,60.50 mA,0.50,0.50,618.65
2023-08-16 11:38:46.747614,0.59 V,60.60 mA,0.50,0.50,618.65
2023-08-16 11:38:52.792370,0.73 V,60.70 mA,0.50,0.50,618.65
2023-08-16 11:38:58.837159,0.94 V,60.80 mA,0.50,0.50,618.65
2023-08-16 11:39:05.881971,0.93 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:39:11.927242,0.89 V,60.30 mA,0.00,0.00,-2.80
2023-08-16 11:39:17.972494,0.64 V,60.80 mA,0.00,0.00,-2.80
2023-08-16 11:39:24.018117,0.91 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:39:30.063457,1.10 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 11:39:37.108755,0.86 V,60.50 mA,0.50,0.00,618.65
2023-08-16 11:39:43.154377,0.67 V,60.80 mA,0.50,0.00,618.65
2023-08-16 11:39:49.199641,0.57 V,60.60 mA,0.50,0.00,618.65
2023-08-16 11:39:55.244058,0.95 V,60.50 mA,0.50,0.00,618.65
2023-08-16 11:40:01.289252,0.72 V,60.70 mA,0.50,0.00,618.65
2023-08-16 11:40:14.377465,1.00 V,60.50 mA,0.50,0.00,618.65
2023-08-16 11:40:20.422376,0.68 V,60.50 mA,0.50,0.00,618.65
2023-08-16 11:40:26.467604,0.91 V,60.50 mA,0.50,0.00,618.65
2023-08-16 11:40:32.512366,0.68 V,60.50 mA,0.50,0.00,618.65
2023-08-16 11:40:38.557312,0.95 V,60.40 mA,0.50,0.00,618.65
2023-08-16 11:40:45.602107,0.73 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:40:51.647357,0.95 V,119.70 mA,0.00,0.00,-2.80
2023-08-16 11:40:57.692085,0.69 V,120.10 mA,0.00,0.00,-2.80
2023-08-16 11:41:03.736264,0.94 V,119.70 mA,0.00,0.00,-2.80
2023-08-16 11:41:09.781137,0.89 V,119.80 mA,0.00,0.00,-2.80
2023-08-16 11:41:16.825404,0.64 V,119.90 mA,0.50,0.00,618.65
2023-08-16 11:41:22.869735,1.08 V,120.00 mA,0.50,0.00,618.65
2023-08-16 11:41:28.914356,0.56 V,120.10 mA,0.50,0.00,618.65
2023-08-16 11:41:34.958758,0.90 V,119.90 mA,0.50,0.00,618.65
2023-08-16 11:41:41.003886,0.68 V,120.10 mA,0.50,0.00,618.65
2023-08-16 11:41:48.048174,0.94 V,120.00 mA,0.50,0.00,618.65
2023-08-16 11:41:54.093502,0.73 V,119.70 mA,0.50,0.00,618.65
2023-08-16 11:42:00.139397,0.71 V,119.80 mA,0.50,0.00,618.65
2023-08-16 11:42:06.185205,1.10 V,120.10 mA,0.50,0.00,618.65
2023-08-16 11:42:12.230175,0.88 V,119.90 mA,0.50,0.00,618.65
2023-08-16 11:42:19.274105,0.68 V,119.80 mA,0.00,0.00,-2.80
2023-08-16 11:42:25.318873,0.90 V,119.80 mA,0.00,0.00,-2.80
2023-08-16 11:42:31.364307,0.74 V,120.10 mA,0.00,0.00,-2.80
2023-08-16 11:42:37.410560,1.11 V,119.80 mA,0.00,0.00,-2.80
2023-08-16 11:42:43.456260,0.63 V,119.90 mA,0.00,0.00,-2.80
2023-08-16 11:42:50.501187,1.00 V,119.80 mA,0.00,0.00,-2.80
2023-08-16 11:42:56.546970,0.87 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 11:43:02.592408,0.78 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 11:43:08.638048,0.94 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:43:14.683451,0.85 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 11:43:21.728156,0.79 V,60.40 mA,0.00,0.00,-2.80
2023-08-16 11:43:27.773430,1.04 V,60.40 mA,0.00,0.00,-2.80
2023-08-16 11:43:33.818193,0.80 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 11:43:39.863415,0.86 V,60.80 mA,0.00,0.00,-2.80
2023-08-16 11:43:45.908571,0.76 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 11:43:52.954224,0.73 V,60.40 mA,0.00,0.00,-2.80
2023-08-16 11:43:59.000417,0.95 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 11:44:05.046683,0.69 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 11:44:11.092388,0.88 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 11:44:17.137946,0.76 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 11:44:24.183176,1.10 V,60.60 mA,0.50,0.00,618.65
2023-08-16 11:44:30.228844,0.76 V,60.50 mA,0.50,0.00,618.65
2023-08-16 11:44:36.274083,0.80 V,60.30 mA,0.50,0.00,618.65
2023-08-16 11:44:42.319172,0.94 V,60.40 mA,0.50,0.00,618.65
2023-08-16 11:44:48.364247,0.70 V,60.40 mA,0.50,0.00,618.65
2023-08-16 11:44:55.409034,0.94 V,60.40 mA,0.50,0.00,618.65
2023-08-16 11:45:01.454284,0.68 V,60.40 mA,0.50,0.00,618.65
2023-08-16 11:45:07.499628,0.93 V,119.90 mA,0.50,0.00,618.65
2023-08-16 11:45:13.544503,1.09 V,119.80 mA,0.50,0.00,618.65
2023-08-16 11:45:19.590037,0.74 V,119.80 mA,0.50,0.00,618.65
2023-08-16 11:45:26.635075,0.78 V,119.70 mA,0.00,0.50,-2.80
2023-08-16 11:45:32.681101,0.94 V,119.90 mA,0.00,0.50,-2.80
2023-08-16 11:45:38.726840,0.92 V,119.80 mA,0.00,0.50,-2.80
2023-08-16 11:45:44.771603,0.91 V,119.90 mA,0.00,0.50,-2.80
2023-08-16 11:45:50.816736,0.91 V,119.80 mA,0.00,0.50,-2.80
2023-08-16 11:45:57.862218,0.92 V,119.90 mA,0.00,0.50,-2.80
2023-08-16 11:46:03.907361,0.90 V,119.80 mA,0.00,0.50,-2.80
2023-08-16 11:46:09.953241,0.92 V,119.90 mA,0.00,0.50,-2.80
2023-08-16 11:46:15.998806,0.94 V,120.00 mA,0.00,0.50,-2.80
2023-08-16 11:46:22.044193,0.95 V,119.60 mA,0.00,0.50,-2.80
2023-08-16 11:46:29.089735,0.95 V,120.10 mA,0.00,0.50,-2.80
2023-08-16 11:46:35.135306,0.93 V,119.60 mA,0.00,0.50,-2.80
2023-08-16 11:46:41.181462,0.83 V,120.20 mA,0.00,0.50,-2.80
2023-08-16 11:46:47.227215,0.79 V,120.10 mA,0.00,0.50,-2.80
2023-08-16 11:46:53.272489,0.79 V,119.70 mA,0.00,0.50,-2.80
2023-08-16 11:47:00.316987,0.79 V,120.10 mA,0.00,0.50,-2.80
2023-08-16 11:47:06.362929,0.69 V,119.80 mA,0.00,0.50,-2.80
2023-08-16 11:47:12.408175,0.73 V,119.70 mA,0.00,0.50,-2.80
2023-08-16 11:47:18.453232,1.12 V,119.90 mA,0.00,0.50,-2.80
2023-08-16 11:47:24.498771,0.92 V,119.70 mA,0.00,0.50,-2.80
2023-08-16 11:47:31.543320,0.93 V,119.80 mA,0.00,0.50,-2.80
2023-08-16 11:47:37.588707,0.85 V,120.00 mA,0.00,0.50,-2.80
2023-08-16 11:47:43.634659,0.79 V,119.90 mA,0.00,0.50,-2.80
2023-08-16 11:47:49.680426,0.81 V,119.70 mA,0.00,0.50,-2.80
2023-08-16 11:47:55.726246,0.78 V,119.90 mA,0.00,0.50,-2.80
2023-08-16 11:48:02.770825,0.68 V,119.60 mA,0.00,0.50,-2.80
2023-08-16 11:48:08.816155,1.04 V,119.90 mA,0.00,0.50,-2.80
2023-08-16 11:50:09.699362,0.81 V,120.20 mA,0.00,0.50,-2.80
2023-08-16 11:50:15.745225,0.96 V,119.90 mA,0.00,0.50,-2.80
2023-08-16 11:50:21.791553,0.94 V,120.00 mA,0.00,0.50,-2.80
2023-08-16 11:50:27.837076,0.69 V,120.00 mA,0.00,0.50,-2.80
2023-08-16 11:50:33.882874,0.88 V,119.80 mA,0.00,0.50,-2.80
2023-08-16 11:50:40.927380,0.61 V,119.90 mA,0.00,0.00,-2.80
2023-08-16 11:50:46.972826,0.69 V,120.20 mA,0.00,0.00,-2.80
2023-08-16 11:50:53.017921,0.84 V,119.90 mA,0.00,0.00,-2.80
2023-08-16 11:50:59.062718,0.96 V,120.10 mA,0.00,0.00,-2.80
2023-08-16 11:51:05.107747,0.89 V,119.90 mA,0.00,0.00,-2.80
2023-08-16 11:51:12.152484,0.92 V,119.90 mA,0.00,0.00,-2.80
2023-08-16 11:51:18.197815,0.93 V,120.00 mA,0.00,0.00,-2.80
2023-08-16 11:51:24.242946,0.89 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 11:51:30.288332,1.01 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 11:51:36.333917,0.69 V,60.40 mA,0.00,0.00,-2.80
2023-08-16 11:51:43.379775,0.64 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:51:49.426141,0.88 V,60.30 mA,0.00,0.00,-2.80
2023-08-16 11:51:55.472779,0.68 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:52:01.518668,0.75 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:52:07.564530,0.90 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 11:52:14.609291,0.70 V,60.40 mA,0.00,0.00,-2.80
2023-08-16 11:52:20.654839,0.94 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:52:26.700685,0.75 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 11:52:32.746282,0.69 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:52:38.792399,1.10 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 11:52:45.838655,0.56 V,60.50 mA,0.50,0.00,618.65
2023-08-16 11:52:51.884607,0.90 V,60.50 mA,0.50,0.00,618.65
2023-08-16 11:52:57.930279,0.66 V,60.60 mA,0.50,0.00,618.65
2023-08-16 11:53:03.976222,0.99 V,60.70 mA,0.50,0.00,618.65
2023-08-16 11:53:10.022743,0.74 V,60.40 mA,0.50,0.00,618.65
2023-08-16 11:53:17.068576,0.98 V,60.50 mA,0.50,0.00,618.65
2023-08-16 11:53:23.115268,0.68 V,60.70 mA,0.50,0.00,618.65
2023-08-16 11:53:29.162117,0.94 V,119.80 mA,0.50,0.00,618.65
2023-08-16 11:53:35.208806,0.92 V,120.10 mA,0.50,0.00,618.65
2023-08-16 11:53:41.254636,0.84 V,119.90 mA,0.50,0.00,618.65
2023-08-16 11:53:48.299548,0.79 V,120.20 mA,0.00,0.00,-2.80
2023-08-16 11:53:54.345836,0.76 V,120.10 mA,0.00,0.00,-2.80
2023-08-16 11:54:00.392342,0.93 V,119.90 mA,0.00,0.00,-2.80
2023-08-16 11:54:06.439337,0.88 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 11:54:12.485829,0.86 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 11:54:19.533089,0.72 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:54:25.580444,0.94 V,60.80 mA,0.00,0.00,-2.80
2023-08-16 11:54:31.627049,0.72 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:54:37.673391,0.95 V,60.80 mA,0.00,0.00,-2.80
2023-08-16 11:54:43.720378,0.68 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 11:54:50.765728,0.91 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 11:54:56.812377,0.69 V,60.40 mA,0.00,0.00,-2.80
2023-08-16 11:55:02.858460,0.83 V,60.40 mA,0.00,0.00,-2.80
2023-08-16 11:55:08.905024,0.88 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 11:55:14.951596,0.70 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 11:55:21.996794,0.77 V,60.70 mA,0.50,0.00,618.65
2023-08-16 11:55:28.042948,0.88 V,60.70 mA,0.50,0.00,618.65
2023-08-16 11:55:34.088837,0.95 V,60.70 mA,0.50,0.00,618.65
2023-08-16 11:55:40.135334,0.91 V,60.60 mA,0.50,0.00,618.65
2023-08-16 11:55:46.181180,1.09 V,60.40 mA,0.50,0.00,618.65
2023-08-16 11:55:53.226701,0.70 V,60.60 mA,0.50,0.00,618.65
2023-08-16 11:55:59.272890,0.62 V,60.80 mA,0.50,0.00,618.65
2023-08-16 11:56:05.319401,0.89 V,60.50 mA,0.50,0.00,618.65
2023-08-16 11:56:11.366572,0.66 V,60.50 mA,0.50,0.00,618.65
2023-08-16 11:56:17.413231,1.15 V,60.60 mA,0.50,0.00,618.65
2023-08-16 11:56:24.459525,0.92 V,60.40 mA,0.00,0.00,-2.80
2023-08-16 11:56:30.505535,0.70 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 11:56:36.552722,0.91 V,60.90 mA,0.00,0.00,-2.80
2023-08-16 11:56:42.599379,0.77 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:56:48.646404,0.71 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 11:56:55.692979,0.71 V,60.80 mA,0.00,0.00,-2.80
2023-08-16 11:57:01.740101,1.11 V,60.90 mA,0.00,0.00,-2.80
2023-08-16 11:57:07.786410,0.77 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 11:57:13.833713,0.85 V,60.80 mA,0.00,0.00,-2.80
2023-08-16 11:57:19.879926,0.94 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:57:26.925171,0.70 V,60.40 mA,0.00,0.00,-2.80
2023-08-16 11:57:32.971361,0.88 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 11:57:39.017996,0.57 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:57:45.064927,0.96 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:57:51.111955,0.87 V,60.80 mA,0.00,0.00,-2.80
2023-08-16 11:57:58.159063,0.73 V,60.80 mA,0.00,0.00,-2.80
2023-08-16 11:58:04.205605,0.79 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 11:58:10.252074,0.90 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:58:16.299375,0.72 V,60.40 mA,0.00,0.00,-2.80
2023-08-16 11:58:22.346912,0.92 V,60.90 mA,0.00,0.00,-2.80
2023-08-16 11:58:29.392955,0.97 V,60.40 mA,0.00,0.00,-2.80
2023-08-16 11:58:35.439891,0.64 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:58:41.485904,1.09 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:58:47.532054,0.69 V,60.90 mA,0.00,0.00,-2.80
2023-08-16 11:58:53.577995,0.72 V,60.40 mA,0.00,0.00,-2.80
2023-08-16 11:59:00.624245,0.90 V,60.50 mA,0.00,0.00,-2.80
2023-08-16 11:59:06.670978,0.78 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 11:59:12.717486,0.68 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 11:59:18.764199,1.10 V,60.40 mA,0.00,0.00,-2.80
2023-08-16 11:59:24.811327,0.96 V,60.80 mA,0.00,0.00,-2.80
2023-08-16 11:59:31.856799,0.57 V,60.40 mA,0.00,0.00,-2.80
2023-08-16 11:59:37.903205,0.70 V,60.40 mA,0.00,0.00,-2.80
2023-08-16 11:59:43.949748,0.89 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 11:59:49.996221,0.71 V,60.70 mA,0.00,0.00,-2.80
2023-08-16 11:59:56.042240,0.70 V,60.60 mA,0.00,0.00,-2.80
2023-08-16 12:00:03.087778,0.94 V,60.60 mA,0.00,0.00,-2.80
